#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.5995  -74.8661  -39.2288  -39.1777  -38.9851  -22.2128  -22.1131  -22.0088  -21.9863  -21.9749  -21.9594  -21.9570  -21.9509  -21.9311  -21.9154  -18.0790  -17.7658  -17.4758  -16.8699  -16.5258  -16.3029   -9.9162   -8.6409   -5.8134   -5.3720   -5.1691   -4.7918   -4.6563   -4.2933   -4.2507   -3.6562   -2.8027   -2.7598   -1.7443   -1.6811   -1.3495   -1.2919   -1.1292   -1.0160   -0.8068   -0.7724    3.0769    3.1738    3.6666    3.7108    4.8851    5.1490    5.6454    5.9080
  0.6595  -74.8660  -39.2337  -39.1822  -38.9846  -22.2150  -22.1309  -22.0080  -21.9769  -21.9757  -21.9548  -21.9529  -21.9483  -21.9338  -21.9171  -17.9541  -17.6421  -17.4012  -16.8548  -16.5785  -16.2907   -9.9388   -8.8378   -6.0609   -5.6152   -5.2548   -4.8802   -4.8571   -4.4572   -4.2579   -3.8052   -2.8501   -2.5242   -1.8230   -1.5931   -1.3225   -1.2706   -1.0623   -0.9869   -0.7799   -0.7735    3.1561    3.3919    3.6890    3.7364    5.1450    5.2416    5.6174    6.0004
  0.7194  -74.8659  -39.2385  -39.1865  -38.9842  -22.2177  -22.1475  -22.0075  -21.9772  -21.9672  -21.9508  -21.9504  -21.9437  -21.9360  -21.9184  -17.8291  -17.5208  -17.3272  -16.8384  -16.6328  -16.2747   -9.9576   -9.0335   -6.2944   -5.8475   -5.3354   -5.0666   -4.9562   -4.5778   -4.2481   -3.9402   -2.8695   -2.2885   -1.9485   -1.5289   -1.3457   -1.2404   -0.9611   -0.9570   -0.8060   -0.7316    3.2220    3.5689    3.7518    3.8116    5.2578    5.3924    5.6556    6.0787
  0.7794  -74.8659  -39.2430  -39.1904  -38.9838  -22.2207  -22.1626  -22.0074  -21.9789  -21.9576  -21.9494  -21.9464  -21.9399  -21.9368  -21.9194  -17.7093  -17.4071  -17.2561  -16.8223  -16.6850  -16.2587   -9.9725   -9.2225   -6.5096   -6.0648   -5.4087   -5.2665   -5.0187   -4.6683   -4.2242   -4.0602   -2.8656   -2.1411   -2.0329   -1.5087   -1.3640   -1.1929   -0.9391   -0.8810   -0.8521   -0.6675    3.2679    3.6785    3.8926    3.9115    5.2296    5.6150    5.7290    6.1498
  0.8393  -74.8658  -39.2470  -39.1938  -38.9834  -22.2236  -22.1758  -22.0075  -21.9809  -21.9488  -21.9483  -21.9426  -21.9405  -21.9329  -21.9199  -17.5975  -17.3057  -17.1885  -16.8049  -16.7318  -16.2436   -9.9839   -9.3981   -6.7010   -6.2609   -5.4725   -5.4436   -5.0670   -4.7364   -4.1874   -4.1623   -2.8396   -2.3109   -1.8451   -1.5360   -1.3579   -1.1346   -0.9545   -0.8654   -0.8321   -0.5926    3.2914    3.7777    3.9790    4.0954    5.1939    5.8049    5.8094    6.2156
  0.8993  -74.8658  -39.2504  -39.1967  -38.9830  -22.2264  -22.1869  -22.0077  -21.9827  -21.9474  -21.9421  -21.9416  -21.9383  -21.9288  -21.9202  -17.4983  -17.2218  -17.1267  -16.7866  -16.7721  -16.2302   -9.9922   -9.5540   -6.8646   -6.4308   -5.5924   -5.5257   -5.1020   -4.7876   -4.2460   -4.1405   -2.7954   -2.4995   -1.6924   -1.6045   -1.3121   -1.0989   -0.9680   -0.8497   -0.8073   -0.5191    3.2944    3.8831    4.0653    4.2650    5.1630    5.8700    5.9667    6.2692
  0.9592  -74.8657  -39.2532  -39.1991  -38.9828  -22.2287  -22.1958  -22.0081  -21.9844  -21.9466  -21.9426  -21.9388  -21.9326  -21.9253  -21.9202  -17.4158  -17.1584  -17.0742  -16.8048  -16.7678  -16.2194   -9.9979   -9.6837   -6.9967   -6.5695   -5.7093   -5.5676   -5.1255   -4.8250   -4.3107   -4.0871   -2.7378   -2.6773   -1.6998   -1.6087   -1.2188   -1.1075   -0.9360   -0.8315   -0.8002   -0.4588    3.2835    3.9852    4.1439    4.4079    5.1403    5.9201    6.0826    6.3106
  1.0192  -74.8657  -39.2553  -39.2008  -38.9826  -22.2305  -22.2021  -22.0084  -21.9857  -21.9460  -21.9432  -21.9369  -21.9278  -21.9228  -21.9200  -17.3531  -17.1149  -17.0348  -16.8288  -16.7498  -16.2114  -10.0016   -9.7811   -7.0936   -6.6721   -5.7932   -5.5980   -5.1398   -4.8507   -4.3565   -4.0332   -2.8271   -2.6745   -1.8010   -1.5734   -1.1243   -1.1072   -0.8952   -0.8170   -0.8063   -0.4137    3.2670    4.0712    4.2072    4.5163    5.1250    5.9553    6.1588    6.3497
  1.0791  -74.8657  -39.2566  -39.2018  -38.9825  -22.2317  -22.2060  -22.0086  -21.9866  -21.9457  -21.9436  -21.9359  -21.9249  -21.9212  -21.9198  -17.3142  -17.0896  -17.0108  -16.8434  -16.7367  -16.2067  -10.0037   -9.8416   -7.1527   -6.7352   -5.8435   -5.6164   -5.1471   -4.8657   -4.3834   -3.9911   -2.9304   -2.6213   -1.8820   -1.5600   -1.1354   -1.0156   -0.8666   -0.8231   -0.8081   -0.3870    3.2532    4.1290    4.2476    4.5839    5.1166    5.9759    6.1989    6.3746
  1.1391  -74.8656  -39.2570  -39.2022  -38.9824  -22.2320  -22.2073  -22.0087  -21.9869  -21.9456  -21.9437  -21.9355  -21.9240  -21.9206  -21.9196  -17.3008  -17.0814  -17.0030  -16.8486  -16.7317  -16.2052  -10.0044   -9.8621   -7.1728   -6.7565   -5.8603   -5.6226   -5.1492   -4.8706   -4.3923   -3.9744   -2.9679   -2.5994   -1.9139   -1.5564   -1.1391   -0.9769   -0.8569   -0.8367   -0.8041   -0.3787    3.2477    4.1490    4.2616    4.6072    5.1138    5.9824    6.2103    6.3837
  1.1391  -74.8656  -39.2570  -39.2022  -38.9824  -22.2320  -22.2073  -22.0087  -21.9869  -21.9456  -21.9437  -21.9355  -21.9240  -21.9206  -21.9196  -17.3008  -17.0814  -17.0030  -16.8486  -16.7317  -16.2052  -10.0044   -9.8621   -7.1728   -6.7565   -5.8603   -5.6226   -5.1492   -4.8706   -4.3923   -3.9744   -2.9679   -2.5994   -1.9139   -1.5564   -1.1391   -0.9769   -0.8569   -0.8367   -0.8041   -0.3787    3.2477    4.1490    4.2616    4.6072    5.1138    5.9824    6.2103    6.3833
  1.1829  -74.8656  -39.2569  -39.2020  -38.9824  -22.2317  -22.2070  -22.0086  -21.9868  -21.9457  -21.9438  -21.9357  -21.9243  -21.9209  -21.9197  -17.3038  -17.0833  -17.0095  -16.8517  -16.7322  -16.2049   -9.9986   -9.8565   -7.1742   -6.7327   -5.8525   -5.6248   -5.1419   -4.8803   -4.3804   -3.9761   -2.9571   -2.6005   -1.9054   -1.5584   -1.1383   -0.9852   -0.8639   -0.8355   -0.8136   -0.3812    3.2470    4.1494    4.2554    4.5979    5.1117    5.9784    6.1993    6.3803
  1.2268  -74.8657  -39.2567  -39.2012  -38.9825  -22.2305  -22.2059  -22.0083  -21.9868  -21.9461  -21.9441  -21.9363  -21.9250  -21.9216  -21.9199  -17.3130  -17.0897  -17.0271  -16.8613  -16.7336  -16.2041   -9.9814   -9.8401   -7.1779   -6.6625   -5.8292   -5.6311   -5.1199   -4.9061   -4.3478   -3.9806   -2.9261   -2.6037   -1.8808   -1.5642   -1.1363   -1.0083   -0.8843   -0.8377   -0.8341   -0.3902    3.2451    4.1504    4.2370    4.5707    5.1061    5.9665    6.1667    6.3708
  1.2706  -74.8657  -39.2563  -39.2000  -38.9826  -22.2285  -22.2041  -22.0079  -21.9867  -21.9468  -21.9445  -21.9374  -21.9261  -21.9227  -21.9201  -17.3300  -17.1044  -17.0490  -16.8766  -16.7365  -16.2031   -9.9534   -9.8134   -7.1824   -6.5494   -5.7902   -5.6403   -5.0833   -4.9406   -4.3012   -3.9874   -2.8773   -2.6072   -1.8438   -1.5745   -1.1337   -1.0446   -0.9192   -0.8769   -0.8351   -0.4037    3.2421    4.1508    4.2075    4.5291    5.0980    5.9463    6.1159    6.3552
  1.3144  -74.8657  -39.2557  -39.1983  -38.9827  -22.2258  -22.2018  -22.0073  -21.9866  -21.9483  -21.9448  -21.9391  -21.9275  -21.9239  -21.9202  -17.3567  -17.1319  -17.0662  -16.8973  -16.7407  -16.2018   -9.9158   -9.7775   -7.1869   -6.3977   -5.7357   -5.6509   -5.0324   -4.9773   -4.2466   -3.9945   -2.8154   -2.6091   -1.7988   -1.5897   -1.1327   -1.0918   -0.9695   -0.9225   -0.8416   -0.4208    3.2387    4.1487    4.1692    4.4774    5.0870    5.9180    6.0485    6.3330
  1.3583  -74.8657  -39.2551  -39.1962  -38.9828  -22.2225  -22.1989  -22.0066  -21.9867  -21.9505  -21.9448  -21.9418  -21.9288  -21.9251  -21.9203  -17.3962  -17.1672  -17.0776  -16.9222  -16.7461  -16.2006   -9.8698   -9.7337   -7.1910   -6.2129   -5.6650   -5.6606   -5.0103   -4.9677   -4.1886   -4.0004   -2.7449   -2.6082   -1.7518   -1.6108   -1.1467   -1.1433   -1.0375   -0.9604   -0.8572   -0.4381    3.2355    4.1256    4.1413    4.4227    5.0743    5.8831    5.9686    6.3056
  1.4021  -74.8657  -39.2545  -39.1937  -38.9830  -22.2186  -22.1956  -22.0059  -21.9870  -21.9535  -21.9452  -21.9447  -21.9300  -21.9262  -21.9204  -17.4500  -17.2016  -17.0861  -16.9503  -16.7525  -16.1994   -9.8172   -9.6836   -7.1947   -6.0024   -5.6675   -5.5771   -5.0342   -4.8895   -4.1293   -4.0035   -2.6715   -2.6037   -1.7090   -1.6393   -1.2047   -1.1822   -1.1200   -0.9700   -0.8852   -0.4511    3.2339    4.0802    4.1239    4.3735    5.0597    5.8408    5.8800    6.2729
  1.4460  -74.8658  -39.2539  -39.1908  -38.9832  -22.2142  -22.1919  -22.0052  -21.9875  -21.9571  -21.9494  -21.9442  -21.9309  -21.9269  -21.9204  -17.5169  -17.2320  -17.0937  -16.9811  -16.7596  -16.1983   -9.7599   -9.6290   -7.1978   -5.7798   -5.6696   -5.4702   -5.0416   -4.7992   -4.0705   -4.0028   -2.6023   -2.5954   -1.6809   -1.6785   -1.2625   -1.2501   -1.2114   -0.9472   -0.9291   -0.4562    3.2343    4.0357    4.0912    4.3378    5.0429    5.7860    5.7929    6.2388
  1.4898  -74.8658  -39.2533  -39.1876  -38.9834  -22.2095  -22.1880  -22.0045  -21.9883  -21.9613  -21.9540  -21.9435  -21.9315  -21.9274  -21.9204  -17.5926  -17.2581  -17.1006  -17.0133  -16.7670  -16.1977   -9.7000   -9.5720   -7.2007   -5.6652   -5.5687   -5.3448   -5.0133   -4.6975   -4.0119   -3.9965   -2.5849   -2.5445   -1.7283   -1.6782   -1.3401   -1.3152   -1.2974   -0.9892   -0.9023   -0.4524    3.2380    3.9960    4.0441    4.3178    5.0231    5.6907    5.7404    6.2032
  1.5337  -74.8658  -39.2528  -39.1842  -38.9835  -22.2044  -22.1841  -22.0039  -21.9894  -21.9657  -21.9589  -21.9426  -21.9321  -21.9277  -21.9204  -17.6728  -17.2809  -17.1071  -17.0459  -16.7748  -16.1973   -9.6394   -9.5147   -7.2031   -5.6530   -5.3936   -5.2320   -4.9004   -4.5867   -3.9836   -3.9534   -2.5753   -2.5057   -1.7869   -1.7163   -1.4460   -1.3666   -1.3585   -1.0572   -0.8428   -0.4403    3.2458    3.9630    3.9899    4.3079    5.0002    5.5969    5.6861    6.1675
  1.5775  -74.8659  -39.2524  -39.1808  -38.9837  -22.1993  -22.1803  -22.0034  -21.9909  -21.9701  -21.9638  -21.9415  -21.9326  -21.9277  -21.9204  -17.7534  -17.3013  -17.1129  -17.0783  -16.7821  -16.1970   -9.5802   -9.4589   -7.2051   -5.6325   -5.2605   -5.1528   -4.6842   -4.4701   -3.9609   -3.8934   -2.5703   -2.4954   -1.8473   -1.7990   -1.5587   -1.4278   -1.3886   -1.1189   -0.7742   -0.4208    3.2580    3.9359    3.9387    4.3026    4.9729    5.5102    5.6318    6.1342
  1.6214  -74.8659  -39.2520  -39.1774  -38.9839  -22.1941  -22.1767  -22.0031  -21.9926  -21.9743  -21.9686  -21.9404  -21.9329  -21.9275  -21.9203  -17.8312  -17.3196  -17.1182  -17.1093  -16.7888  -16.1970   -9.5240   -9.4066   -7.2068   -5.6040   -5.1883   -5.0436   -4.4219   -4.3531   -3.9235   -3.8289   -2.5772   -2.5190   -1.9118   -1.9017   -1.6703   -1.5132   -1.3976   -1.1570   -0.7023   -0.3961    3.2748    3.8865    3.9238    4.2972    4.9422    5.4326    5.5794    6.1036
  1.6652  -74.8659  -39.2517  -39.1741  -38.9841  -22.1890  -22.1735  -22.0029  -21.9946  -21.9781  -21.9731  -21.9393  -21.9332  -21.9271  -21.9204  -17.9035  -17.3359  -17.1384  -17.1231  -16.7955  -16.1972   -9.4723   -9.3594   -7.2083   -5.5686   -5.1505   -4.9046   -4.2453   -4.1577   -3.8647   -3.7550   -2.6053   -2.5757   -2.0379   -1.9511   -1.7732   -1.6233   -1.3955   -1.1682   -0.6313   -0.3687    3.2945    3.8441    3.9186    4.2888    4.9076    5.3667    5.5311    6.0749
  1.7091  -74.8659  -39.2515  -39.1711  -38.9843  -22.1842  -22.1708  -22.0029  -21.9967  -21.9813  -21.9772  -21.9383  -21.9335  -21.9265  -21.9204  -17.9683  -17.3498  -17.1649  -17.1273  -16.8018  -16.1973   -9.4264   -9.3186   -7.2094   -5.5280   -5.1188   -4.7584   -4.1571   -3.9256   -3.7760   -3.6571   -2.6628   -2.6558   -2.1645   -2.0085   -1.8587   -1.7390   -1.3877   -1.1607   -0.5650   -0.3401    3.3155    3.8096    3.9234    4.2768    4.8714    5.3138    5.4887    6.0456
  1.7529  -74.8659  -39.2513  -39.1685  -38.9844  -22.1797  -22.1688  -22.0030  -21.9987  -21.9839  -21.9806  -21.9374  -21.9337  -21.9258  -21.9205  -18.0235  -17.3607  -17.1883  -17.1308  -16.8068  -16.1972   -9.3870   -9.2854   -7.2102   -5.4849   -5.0880   -4.6125   -4.0925   -3.7610   -3.6574   -3.5138   -2.7492   -2.7446   -2.2834   -2.0978   -1.9216   -1.8320   -1.3735   -1.1426   -0.5060   -0.3125    3.3364    3.7843    3.9372    4.2620    4.8361    5.2749    5.4517    6.0012
  1.7967  -74.8660  -39.2512  -39.1664  -38.9845  -22.1757  -22.1675  -22.0031  -22.0004  -21.9859  -21.9835  -21.9367  -21.9339  -21.9250  -21.9207  -18.0680  -17.3684  -17.2081  -17.1335  -16.8109  -16.1969   -9.3548   -9.2603   -7.2106   -5.4426   -5.0585   -4.4752   -4.0489   -3.6534   -3.5208   -3.3528   -2.8521   -2.8268   -2.3912   -2.2273   -1.9642   -1.8893   -1.3557   -1.1203   -0.4568   -0.2870    3.3549    3.7675    3.9582    4.2457    4.8054    5.2484    5.4203    5.8849
  1.8406  -74.8660  -39.2511  -39.1647  -38.9846  -22.1722  -22.1670  -22.0032  -22.0019  -21.9873  -21.9856  -21.9362  -21.9341  -21.9241  -21.9211  -18.1011  -17.3733  -17.2243  -17.1358  -16.8143  -16.1962   -9.3301   -9.2441   -7.2111   -5.4047   -5.0320   -4.3578   -4.0237   -3.5689   -3.3840   -3.2333   -2.9432   -2.8869   -2.4824   -2.3741   -1.9938   -1.9262   -1.3388   -1.0985   -0.4206   -0.2668    3.3695    3.7572    3.9836    4.2291    4.7822    5.2321    5.3926    5.7079
  1.8844  -74.8660  -39.2510  -39.1637  -38.9847  -22.1693  -22.1674  -22.0032  -22.0030  -21.9881  -21.9871  -21.9358  -21.9343  -21.9233  -21.9215  -18.1215  -17.3744  -17.2363  -17.1372  -16.8167  -16.1953   -9.3129   -9.2370   -7.2113   -5.3745   -5.0106   -4.2749   -4.0177   -3.5050   -3.2734   -3.1933   -2.9755   -2.9089   -2.5499   -2.5064   -2.0148   -1.9546   -1.3252   -1.0785   -0.3970   -0.2528    3.3799    3.7532    4.0098    4.2151    4.7704    5.2259    5.3680    5.5775
  1.9283  -74.8660  -39.2510  -39.1634  -38.9847  -22.1685  -22.1672  -22.0037  -22.0029  -21.9881  -21.9878  -21.9355  -21.9346  -21.9225  -21.9221  -18.1288  -17.3717  -17.2439  -17.1377  -16.8179  -16.1936   -9.3034   -9.2391   -7.2112   -5.3555   -4.9956   -4.2430   -4.0315   -3.4908   -3.2235   -3.1743   -2.9686   -2.8997   -2.5856   -2.5707   -2.0308   -1.9795   -1.3185   -1.0615   -0.3865   -0.2454    3.3862    3.7541    4.0332    4.2048    4.7719    5.2293    5.3451    5.5209
  1.9721  -74.8660  -39.2510  -39.1636  -38.9847  -22.1704  -22.1659  -22.0041  -22.0023  -21.9878  -21.9875  -21.9353  -21.9348  -21.9228  -21.9219  -18.1234  -17.3657  -17.2474  -17.1378  -16.8185  -16.1918   -9.3015   -9.2505   -7.2111   -5.3501   -4.9886   -4.2707   -4.0620   -3.5339   -3.2575   -3.1247   -2.9681   -2.8879   -2.5827   -2.5169   -2.0437   -2.0022   -1.3231   -1.0486   -0.3902   -0.2459    3.3892    3.7574    4.0504    4.1989    4.7863    5.2399    5.3241    5.5479
  1.9721  -74.8660  -39.2510  -39.1636  -38.9847  -22.1704  -22.1659  -22.0041  -22.0023  -21.9878  -21.9875  -21.9353  -21.9348  -21.9228  -21.9219  -18.1234  -17.3657  -17.2474  -17.1378  -16.8185  -16.1918   -9.3015   -9.2505   -7.2111   -5.3501   -4.9886   -4.2707   -4.0620   -3.5339   -3.2575   -3.1247   -2.9681   -2.8879   -2.5827   -2.5169   -2.0437   -2.0022   -1.3231   -1.0486   -0.3902   -0.2459    3.3892    3.7574    4.0504    4.1989    4.7863    5.2399    5.3241    5.5480
  2.0118  -74.8660  -39.2510  -39.1644  -38.9846  -22.1728  -22.1654  -22.0042  -22.0014  -21.9872  -21.9863  -21.9352  -21.9351  -21.9236  -21.9215  -18.1072  -17.3572  -17.2466  -17.1372  -16.8181  -16.1894   -9.3063   -9.2688   -7.2108   -5.3574   -4.9892   -4.3404   -4.0981   -3.5909   -3.3528   -3.1524   -2.9076   -2.8514   -2.5480   -2.4037   -2.0517   -2.0168   -1.3342   -1.0406   -0.4052   -0.2532    3.3910    3.7637    4.0594    4.1976    4.8074    5.2550    5.3096    5.6410
  2.0514  -74.8660  -39.2511  -39.1657  -38.9845  -22.1757  -22.1656  -22.0042  -22.0003  -21.9861  -21.9846  -21.9356  -21.9350  -21.9243  -21.9212  -18.0805  -17.3456  -17.2424  -17.1359  -16.8168  -16.1868   -9.3172   -9.2943   -7.2103   -5.3759   -4.9965   -4.4399   -4.1366   -3.6501   -3.4792   -3.2685   -2.7884   -2.7871   -2.4951   -2.2808   -2.0522   -2.0144   -1.3492   -1.0346   -0.4306   -0.2661    3.3940    3.7740    4.0622    4.1996    4.8322    5.2747    5.3033    5.7822
  2.0910  -74.8660  -39.2512  -39.1675  -38.9845  -22.1791  -22.1665  -22.0042  -21.9988  -21.9845  -21.9822  -21.9361  -21.9348  -21.9251  -21.9209  -18.0443  -17.3317  -17.2351  -17.1343  -16.8151  -16.1840   -9.3342   -9.3269   -7.2098   -5.4041   -5.0108   -4.5570   -4.1751   -3.7122   -3.6149   -3.4287   -2.7132   -2.6550   -2.4399   -2.1954   -2.0360   -1.9634   -1.3674   -1.0315   -0.4658   -0.2843    3.3988    3.7884    4.0586    4.2040    4.8528    5.3001    5.3099    5.9282
  2.1307  -74.8659  -39.2514  -39.1696  -38.9843  -22.1829  -22.1680  -22.0042  -21.9971  -21.9824  -21.9794  -21.9368  -21.9347  -21.9259  -21.9208  -17.9986  -17.3154  -17.2250  -17.1319  -16.8127  -16.1806   -9.3660   -9.3571   -7.2092   -5.4395   -5.0321   -4.6812   -4.2135   -3.7982   -3.7465   -3.5943   -2.6404   -2.5426   -2.3814   -2.1615   -1.9910   -1.8496   -1.3843   -1.0299   -0.5090   -0.3066    3.4083    3.8090    4.0499    4.2100    4.8635    5.3330    5.3349    6.0216
  2.1703  -74.8659  -39.2515  -39.1721  -38.9842  -22.1870  -22.1701  -22.0042  -21.9953  -21.9798  -21.9760  -21.9376  -21.9345  -21.9265  -21.9207  -17.9445  -17.2972  -17.2120  -17.1288  -16.8093  -16.1772   -9.4112   -9.3856   -7.2083   -5.4791   -5.0630   -4.8025   -4.2561   -3.9636   -3.8641   -3.6983   -2.5861   -2.4972   -2.2877   -2.1368   -1.9150   -1.7118   -1.3985   -1.0289   -0.5580   -0.3316    3.4229    3.8365    4.0373    4.2168    4.8625    5.3749    5.3793    6.0753
  2.2100  -74.8659  -39.2518  -39.1749  -38.9841  -22.1914  -22.1726  -22.0044  -21.9934  -21.9768  -21.9722  -21.9385  -21.9342  -21.9270  -21.9207  -17.8829  -17.2773  -17.1966  -17.1246  -16.8053  -16.1732   -9.4616   -9.4193   -7.2071   -5.5195   -5.1118   -4.9078   -4.3103   -4.1934   -3.9570   -3.7467   -2.5650   -2.5080   -2.1696   -2.0919   -1.8167   -1.5718   -1.4078   -1.0266   -0.6109   -0.3575    3.4446    3.8714    4.0221    4.2231    4.8511    5.4254    5.4405    6.1142
  2.2496  -74.8659  -39.2521  -39.1779  -38.9839  -22.1959  -22.1756  -22.0046  -21.9916  -21.9733  -21.9681  -21.9395  -21.9340  -21.9273  -21.9207  -17.8151  -17.2568  -17.1792  -17.1195  -16.8006  -16.1691   -9.5162   -9.4577   -7.2057   -5.5584   -5.1926   -4.9822   -4.4421   -4.3829   -4.0181   -3.7749   -2.5791   -2.5423   -2.0575   -2.0240   -1.7072   -1.4396   -1.4089   -1.0216   -0.6653   -0.3836    3.4737    3.9135    4.0055    4.2282    4.8330    5.4846    5.5130    6.1532
